kepid,kepoi_name,koi_disposition,koi_score
8625408,K07073.01,CANDIDATE,0.9510
8686442,K07074.01,CANDIDATE,
8690001,K07075.01,FALSE POSITIVE,0.0000
8693536,K07076.01,CANDIDATE,0.9900
9597854,K07201.01,FALSE POSITIVE,0.1280
9602431,K07202.01,FALSE POSITIVE,0.0000
9602538,K07203.01,FALSE POSITIVE,0.0000
9630640,K07204.01,FALSE POSITIVE,0.0000
9635520,K07205.01,CANDIDATE,0.7790
9635529,K07206.01,FALSE POSITIVE,0.0000
9637299,K07207.01,FALSE POSITIVE,0.0000
9639106,K07208.01,CANDIDATE,
9640123,K07209.01,CANDIDATE,0.9910
10490960,K07335.01,FALSE POSITIVE,0.0000
10491031,K07336.01,FALSE POSITIVE,0.0000
10535807,K07337.01,FALSE POSITIVE,0.0000
10535858,K07338.01,FALSE POSITIVE,0.0000
10546063,K07339.01,CANDIDATE,1.0000
10547685,K07340.01,FALSE POSITIVE,0.0000
10549576,K07341.01,FALSE POSITIVE,0.0000
10552700,K07342.01,FALSE POSITIVE,0.0000
11619964,K07466.01,FALSE POSITIVE,0.0000
11650543,K07467.01,CANDIDATE,
11651105,K07468.01,FALSE POSITIVE,0.0000
11662440,K07469.01,FALSE POSITIVE,0.0000
11671646,K07470.01,CANDIDATE,
11672354,K07471.01,CANDIDATE,0.9530
11704044,K07472.01,FALSE POSITIVE,0.0000
11706658,K07473.01,FALSE POSITIVE,0.0540
2708445,K06288.01,FALSE POSITIVE,0.0000
2708614,K06289.01,FALSE POSITIVE,0.0000
2711114,K06290.01,FALSE POSITIVE,0.0000
2716979,K06291.01,CANDIDATE,
2720354,K06292.01,FALSE POSITIVE,0.0070
2834463,K06293.01,CANDIDATE,0.7940
2852560,K06294.01,FALSE POSITIVE,0.0000
2856960,K06295.01,FALSE POSITIVE,0.0000
4484356,K06420.01,FALSE POSITIVE,0.0000
4489844,K06421.01,FALSE POSITIVE,0.0000
4540632,K06422.01,FALSE POSITIVE,0.0000
4544623,K06423.01,FALSE POSITIVE,0.0000
4565985,K06424.01,FALSE POSITIVE,0.0000
4567118,K06425.01,CANDIDATE,
4569590,K06426.01,FALSE POSITIVE,0.0000
4574310,K06427.01,FALSE POSITIVE,0.0000
4575824,K06428.01,FALSE POSITIVE,
5216727,K06543.01,FALSE POSITIVE,0.0000
5218014,K06544.01,FALSE POSITIVE,0.0000
5255552,K06545.01,FALSE POSITIVE,0.0000
5263167,K06546.01,CANDIDATE,0.7830
5266937,K06547.01,FALSE POSITIVE,0.0000
5269407,K06548.01,FALSE POSITIVE,0.0000
5271803,K06549.01,FALSE POSITIVE,
5272571,K06550.01,FALSE POSITIVE,0.0000
6228703,K06678.01,FALSE POSITIVE,0.0000
6231401,K06679.01,FALSE POSITIVE,0.0000
6265961,K06680.01,CANDIDATE,0.9130
6279823,K06681.01,FALSE POSITIVE,
6283224,K06682.01,FALSE POSITIVE,0.0000
6285094,K06683.01,FALSE POSITIVE,0.0000
6285396,K06684.01,FALSE POSITIVE,0.0000
6285397,K06685.01,FALSE POSITIVE,0.0000
7032968,K06812.01,FALSE POSITIVE,
7033713,K06813.01,FALSE POSITIVE,0.0000
7033748,K06814.01,FALSE POSITIVE,0.0000
7049486,K06815.01,FALSE POSITIVE,0.0000
7050754,K06816.01,FALSE POSITIVE,
7090801,K06817.01,FALSE POSITIVE,
7097571,K06818.01,FALSE POSITIVE,0.0000
7103300,K06819.01,CANDIDATE,
7970629,K06942.01,FALSE POSITIVE,0.0000
7970760,K06943.01,FALSE POSITIVE,0.0000
7971389,K06944.01,FALSE POSITIVE,0.0000
7976136,K06945.01,FALSE POSITIVE,0.0000
7976435,K06946.01,FALSE POSITIVE,0.0000
7985167,K06947.01,FALSE POSITIVE,0.0000
7987749,K06948.01,FALSE POSITIVE,0.0000
8007675,K06949.01,CANDIDATE,0.1260
8700506,K07077.01,FALSE POSITIVE,0.0000
8701327,K07078.01,FALSE POSITIVE,0.0000
8711548,K07079.01,FALSE POSITIVE,0.0000
8713828,K07080.01,FALSE POSITIVE,
8719897,K07081.01,FALSE POSITIVE,0.0000
8736245,K07082.01,FALSE POSITIVE,0.0000
8738115,K07083.01,FALSE POSITIVE,0.0000
8739209,K07084.01,FALSE POSITIVE,0.0000
8746310,K07085.01,FALSE POSITIVE,0.0000
9640921,K07210.01,FALSE POSITIVE,0.0000
9640921,K07210.02,FALSE POSITIVE,0.0000
9641031,K07211.01,FALSE POSITIVE,0.0000
9641103,K07212.01,FALSE POSITIVE,0.0000
9644411,K07213.01,FALSE POSITIVE,0.0160
9644683,K07214.01,FALSE POSITIVE,0.0000
9651602,K07215.01,CANDIDATE,0.9710
9652166,K07216.01,FALSE POSITIVE,0.0000
10556578,K07343.01,FALSE POSITIVE,0.0000
10583181,K07344.01,FALSE POSITIVE,0.0000
10586619,K07345.01,CANDIDATE,0.9020
10592163,K07346.01,FALSE POSITIVE,0.0000
10597164,K07347.01,FALSE POSITIVE,
10601538,K07348.01,FALSE POSITIVE,0.0000
10601579,K07349.01,FALSE POSITIVE,0.0000
10613718,K07350.01,FALSE POSITIVE,0.0000
8557246,K07895.01,FALSE POSITIVE,0.0410
11709022,K07474.01,FALSE POSITIVE,0.0000
11724091,K07475.01,FALSE POSITIVE,0.0000
11757422,K07476.01,FALSE POSITIVE,0.0010
11763910,K07477.01,FALSE POSITIVE,0.0000
11768970,K07478.01,FALSE POSITIVE,0.0000
11773625,K07479.01,CANDIDATE,0.8750
11775530,K07480.01,FALSE POSITIVE,
11811454,K07481.01,FALSE POSITIVE,0.0000
8560280,K07896.01,FALSE POSITIVE,0.0000
2860594,K06296.01,FALSE POSITIVE,0.0000
2860788,K06297.01,FALSE POSITIVE,0.0000
2969638,K06298.01,FALSE POSITIVE,0.0000
2970670,K06299.01,CANDIDATE,0.8940
2973509,K06300.01,FALSE POSITIVE,0.0000
2994092,K06301.01,CANDIDATE,0.7890
2998124,K06302.01,FALSE POSITIVE,0.0000
3098194,K06303.01,FALSE POSITIVE,0.0000
4578594,K06429.01,FALSE POSITIVE,0.0000
4587448,K06430.01,FALSE POSITIVE,0.0000
4633434,K06431.01,FALSE POSITIVE,0.0000
4661634,K06432.01,FALSE POSITIVE,0.0000
4665989,K06433.01,FALSE POSITIVE,0.0000
4671584,K06434.01,FALSE POSITIVE,0.0000
4678171,K06435.01,FALSE POSITIVE,0.0000
4681152,K06436.01,FALSE POSITIVE,0.0010
4725292,K06437.01,FALSE POSITIVE,0.0000
8297017,K07879.01,CANDIDATE,0.2060
5282656,K06551.01,FALSE POSITIVE,0.1930
5284133,K06552.01,FALSE POSITIVE,0.0000
5285607,K06553.01,FALSE POSITIVE,0.0000
5286786,K06554.01,FALSE POSITIVE,0.0000
5288543,K06555.01,FALSE POSITIVE,0.0000
5294739,K06556.01,FALSE POSITIVE,0.0000
5295206,K06557.01,CANDIDATE,0.9890
5298620,K06558.01,FALSE POSITIVE,0.0000
5300878,K06559.01,FALSE POSITIVE,0.0000
6292732,K06686.01,FALSE POSITIVE,0.0000
6307000,K06687.01,CANDIDATE,0.9730
6311637,K06688.01,FALSE POSITIVE,0.0000
6345758,K06689.01,CANDIDATE,0.9960
6364126,K06690.01,FALSE POSITIVE,0.0000
6364195,K06691.01,FALSE POSITIVE,0.0000
6364200,K06692.01,FALSE POSITIVE,0.0000
6364247,K06693.01,FALSE POSITIVE,0.0000
7105574,K06820.01,FALSE POSITIVE,0.0000
7115200,K06821.01,FALSE POSITIVE,0.0000
7115332,K06822.01,FALSE POSITIVE,0.0000
7115463,K06823.01,FALSE POSITIVE,0.0000
7115597,K06824.01,FALSE POSITIVE,0.0000
7115878,K06825.01,FALSE POSITIVE,0.0000
7116043,K06826.01,FALSE POSITIVE,0.0000
7116226,K06827.01,FALSE POSITIVE,0.0000
8008128,K06950.01,FALSE POSITIVE,0.0000
8009500,K06951.01,FALSE POSITIVE,0.0000
8013289,K06952.01,FALSE POSITIVE,0.0000
8016214,K06953.01,FALSE POSITIVE,0.0000
8016692,K06954.01,CANDIDATE,0.7210
8027902,K06955.01,FALSE POSITIVE,0.0000
8039925,K06956.01,FALSE POSITIVE,0.0000
8042644,K06957.01,CANDIDATE,0.9910
8081389,K06958.01,FALSE POSITIVE,0.0000
8750094,K07086.01,FALSE POSITIVE,0.0000
8758161,K07087.01,FALSE POSITIVE,0.0000
8760760,K07088.01,CANDIDATE,1.0000
8767034,K07089.01,FALSE POSITIVE,0.0000
8773948,K07090.01,FALSE POSITIVE,0.0000
8784288,K07091.01,FALSE POSITIVE,0.0000
8804358,K07092.01,FALSE POSITIVE,
8807057,K07093.01,CANDIDATE,0.4330
8508493,K07890.01,FALSE POSITIVE,0.0010
9652632,K07217.01,FALSE POSITIVE,0.0000
9655424,K07218.01,FALSE POSITIVE,0.0000
9657636,K07219.01,FALSE POSITIVE,
9658089,K07220.01,CANDIDATE,0.9960
9665503,K07221.01,FALSE POSITIVE,0.0000
9673173,K07222.01,FALSE POSITIVE,0.0000
9674320,K07223.01,CANDIDATE,0.9470
9693803,K07224.01,CANDIDATE,
9711751,K07225.01,FALSE POSITIVE,0.0000
10619109,K07351.01,FALSE POSITIVE,0.0000
10646620,K07352.01,FALSE POSITIVE,0.0000
10649230,K07353.01,FALSE POSITIVE,0.0000
10659624,K07354.01,CANDIDATE,0.5820
10661913,K07355.01,FALSE POSITIVE,0.0000
10661976,K07356.01,FALSE POSITIVE,0.0000
10662021,K07357.01,FALSE POSITIVE,0.0000
10665228,K07358.01,CANDIDATE,0.3780
8560927,K07897.01,FALSE POSITIVE,0.0000
11817750,K07482.01,FALSE POSITIVE,0.0000
11825996,K07483.01,CANDIDATE,
11854636,K07484.01,CANDIDATE,0.2350
11855538,K07485.01,FALSE POSITIVE,0.0000
11858541,K07486.01,FALSE POSITIVE,0.0000
11873166,K07487.01,FALSE POSITIVE,0.0000
11873171,K07488.01,FALSE POSITIVE,0.0000
11904704,K07489.01,CANDIDATE,0.9990
3102024,K06304.01,FALSE POSITIVE,0.0000
3110937,K06305.01,FALSE POSITIVE,0.0000
3115480,K06306.01,FALSE POSITIVE,0.0000
3120320,K06307.01,FALSE POSITIVE,0.0000
3127817,K06308.01,FALSE POSITIVE,0.0000
3228740,K06309.01,FALSE POSITIVE,0.0000
3230206,K06310.01,FALSE POSITIVE,0.0000
3230227,K06311.01,FALSE POSITIVE,0.0000
4729553,K06438.01,FALSE POSITIVE,0.0000
4736208,K06439.01,FALSE POSITIVE,0.0000
4737302,K06441.01,FALSE POSITIVE,0.0000
4739194,K06442.01,FALSE POSITIVE,0.0000
4739565,K06443.01,FALSE POSITIVE,0.0000
4740688,K06444.01,FALSE POSITIVE,0.0000
4753988,K06445.01,FALSE POSITIVE,0.0000
4757331,K06446.01,FALSE POSITIVE,0.0000
5301955,K06560.01,FALSE POSITIVE,
5306862,K06561.01,FALSE POSITIVE,0.0000
5307574,K06562.01,FALSE POSITIVE,
5308778,K06563.01,FALSE POSITIVE,0.0000
5310435,K06564.01,FALSE POSITIVE,0.0000
5343976,K06565.01,FALSE POSITIVE,0.0000
5347537,K06566.01,FALSE POSITIVE,0.0000
5347784,K06567.01,FALSE POSITIVE,0.0000
6364294,K06694.01,FALSE POSITIVE,0.0060
6367439,K06695.01,FALSE POSITIVE,
6367628,K06696.01,FALSE POSITIVE,0.0000
6368222,K06697.01,CANDIDATE,
6372268,K06698.01,CANDIDATE,0.0000
6384840,K06699.01,FALSE POSITIVE,0.0390
6386784,K06700.01,FALSE POSITIVE,0.0000
6390236,K06701.01,FALSE POSITIVE,0.0000
6421188,K06702.01,FALSE POSITIVE,0.0000
7116236,K06828.01,FALSE POSITIVE,0.0000
7117513,K06829.01,FALSE POSITIVE,0.0000
7117541,K06830.01,FALSE POSITIVE,0.0000
7118545,K06831.01,FALSE POSITIVE,0.0000
7125636,K06832.01,FALSE POSITIVE,0.0000
7128918,K06833.01,FALSE POSITIVE,0.0000
7132015,K06834.01,FALSE POSITIVE,0.0000
7135549,K06835.01,CANDIDATE,
8088354,K06959.01,FALSE POSITIVE,0.0000
8091197,K06960.01,CANDIDATE,0.9970
8094140,K06961.01,FALSE POSITIVE,0.0000
8094221,K06962.01,FALSE POSITIVE,0.0000
8097825,K06963.01,FALSE POSITIVE,0.0000
8098300,K06964.01,FALSE POSITIVE,0.0000
8098515,K06965.01,FALSE POSITIVE,0.0000
8098960,K06966.01,CANDIDATE,0.9800
8104436,K06967.01,FALSE POSITIVE,0.0000
8815279,K07094.01,CANDIDATE,
8822585,K07095.01,FALSE POSITIVE,0.0000
8823397,K07096.01,FALSE POSITIVE,0.0000
8841616,K07097.01,FALSE POSITIVE,0.0000
8845221,K07098.01,FALSE POSITIVE,0.0000
8845552,K07099.01,CANDIDATE,
8848104,K07100.01,FALSE POSITIVE,0.3030
8848115,K07101.01,FALSE POSITIVE,0.0000
8868657,K07102.01,FALSE POSITIVE,0.0000
9726452,K07226.01,CANDIDATE,
9762514,K07227.01,FALSE POSITIVE,0.0000
9762519,K07228.01,FALSE POSITIVE,0.0000
9777062,K07229.01,FALSE POSITIVE,0.0000
9786821,K07230.01,FALSE POSITIVE,0.0000
9790965,K07231.01,FALSE POSITIVE,0.0000
9790965,K07231.02,CANDIDATE,
9811915,K07232.01,CANDIDATE,0.9840
9818732,K07233.01,FALSE POSITIVE,0.0000
10665749,K07359.01,CANDIDATE,0.9650
10670112,K07360.01,CANDIDATE,
10680424,K07361.01,CANDIDATE,1.0000
10685175,K07362.01,FALSE POSITIVE,0.0000
10686876,K07363.01,FALSE POSITIVE,0.0000
10686930,K07364.01,FALSE POSITIVE,0.0000
10711913,K07365.01,FALSE POSITIVE,0.0000
10732401,K07366.01,FALSE POSITIVE,0.0000
11906217,K07490.01,FALSE POSITIVE,0.0000
11913052,K07491.01,FALSE POSITIVE,0.0000
11913071,K07492.01,FALSE POSITIVE,0.0000
11918482,K07493.01,FALSE POSITIVE,
11922648,K07494.01,FALSE POSITIVE,0.0000
11922782,K07495.01,FALSE POSITIVE,0.0000
11923819,K07496.01,FALSE POSITIVE,0.0000
11959569,K07497.01,FALSE POSITIVE,0.0000
11966557,K07498.01,FALSE POSITIVE,0.0000
5897826,K00126.02,CANDIDATE,0.9970
3240158,K01106.03,CANDIDATE,0.9490
2837111,K01110.02,CANDIDATE,0.0470
3241619,K06312.01,FALSE POSITIVE,0.0000
3241662,K06313.01,FALSE POSITIVE,0.0000
3245000,K06314.01,FALSE POSITIVE,0.0000
3246867,K06315.01,CANDIDATE,
3247294,K06316.01,FALSE POSITIVE,0.0000
3248332,K06317.01,FALSE POSITIVE,0.0000
3249334,K06318.01,CANDIDATE,
3323289,K06319.01,FALSE POSITIVE,0.0000
3324069,K06320.01,CANDIDATE,
4758350,K06447.01,FALSE POSITIVE,0.0000
4758368,K06448.01,FALSE POSITIVE,0.0000
4760959,K06449.01,CANDIDATE,
4764969,K06450.01,CANDIDATE,
4768756,K06451.01,FALSE POSITIVE,0.0000
4769824,K06452.01,FALSE POSITIVE,0.0000
4773155,K06453.01,FALSE POSITIVE,0.0000
4830859,K06454.01,CANDIDATE,
4832273,K06455.01,FALSE POSITIVE,
5353938,K06568.01,CANDIDATE,0.9510
5359678,K06569.01,FALSE POSITIVE,0.0000
5380812,K06570.01,CANDIDATE,
5385469,K06571.01,FALSE POSITIVE,0.0000
5385647,K06572.01,FALSE POSITIVE,
5385667,K06573.01,FALSE POSITIVE,0.0000
5388229,K06574.01,FALSE POSITIVE,
5389184,K06575.01,FALSE POSITIVE,0.0000
6421483,K06703.01,FALSE POSITIVE,0.0000
6421937,K06704.01,FALSE POSITIVE,
6423922,K06705.01,CANDIDATE,0.4130
6428942,K06706.01,FALSE POSITIVE,
6436505,K06707.01,CANDIDATE,0.9930
6437993,K06708.01,FALSE POSITIVE,0.0000
6442246,K06709.01,FALSE POSITIVE,0.0000
6443392,K06710.01,FALSE POSITIVE,0.0000
7137798,K06836.01,FALSE POSITIVE,0.0000
7177553,K06837.01,FALSE POSITIVE,0.0000
7177892,K06838.01,FALSE POSITIVE,0.0000
7185487,K06839.01,FALSE POSITIVE,
7198648,K06840.01,FALSE POSITIVE,0.0000
7199935,K06841.01,FALSE POSITIVE,0.0000
7200102,K06842.01,FALSE POSITIVE,0.0000
7200225,K06843.01,FALSE POSITIVE,0.0000
8488381,K07888.01,CANDIDATE,0.5320
8111622,K06968.01,FALSE POSITIVE,0.0000
8112013,K06969.01,FALSE POSITIVE,0.2760
8115647,K06970.01,CANDIDATE,0.9870
8120820,K06971.01,CANDIDATE,0.3580
8123170,K06972.01,FALSE POSITIVE,
8123937,K06973.01,FALSE POSITIVE,
8128965,K06974.01,FALSE POSITIVE,0.0000
8129189,K06975.01,FALSE POSITIVE,0.0000
8878681,K07103.01,FALSE POSITIVE,0.0030
8879427,K07104.01,FALSE POSITIVE,0.0000
8879915,K07105.01,FALSE POSITIVE,0.0000
8881169,K07106.01,CANDIDATE,0.9810
8890996,K07107.01,FALSE POSITIVE,0.0000
8906676,K07108.01,FALSE POSITIVE,0.0000
8938628,K07109.01,FALSE POSITIVE,0.0000
8940961,K07110.01,FALSE POSITIVE,0.0000
8953278,K07111.01,CANDIDATE,
9821078,K07234.01,FALSE POSITIVE,0.0000
9821428,K07235.01,CANDIDATE,
9837013,K07236.01,CANDIDATE,0.9330
9848420,K07237.01,FALSE POSITIVE,
9850387,K07238.01,FALSE POSITIVE,0.0000
9850912,K07239.01,FALSE POSITIVE,0.0000
9852050,K07240.01,FALSE POSITIVE,
9873869,K07241.01,FALSE POSITIVE,0.0000
10736223,K07367.01,FALSE POSITIVE,0.0000
10736489,K07368.01,CONFIRMED,1.0000
10743600,K07369.01,FALSE POSITIVE,0.0000
10751908,K07370.01,CANDIDATE,
10753734,K07371.01,FALSE POSITIVE,0.0000
10794242,K07372.01,FALSE POSITIVE,0.0000
10794405,K07373.01,FALSE POSITIVE,0.0000
10809677,K07374.01,FALSE POSITIVE,0.0000
10812541,K07375.01,CANDIDATE,0.9960
11967004,K07499.01,FALSE POSITIVE,0.0190
11968490,K07500.01,FALSE POSITIVE,0.0000
11970288,K07501.01,FALSE POSITIVE,0.0000
12004679,K07502.01,FALSE POSITIVE,0.0000
12004680,K07503.01,FALSE POSITIVE,0.0000
12004689,K07504.01,FALSE POSITIVE,
12013615,K07505.01,FALSE POSITIVE,0.0000
12016243,K07506.01,CANDIDATE,1.0000
12022517,K07507.01,FALSE POSITIVE,0.0000
6307521,K01126.02,FALSE POSITIVE,0.0000
7037540,K01347.02,FALSE POSITIVE,
11129738,K01427.02,CANDIDATE,0.8910
10028792,K01574.04,CANDIDATE,0.9460
4860678,K01602.02,CANDIDATE,0.8990
5531953,K01681.04,CANDIDATE,0.9990
4349442,K01803.03,FALSE POSITIVE,0.0000
7765528,K01840.02,CANDIDATE,0.8420
3327980,K06321.01,FALSE POSITIVE,0.0000
3329643,K06322.01,FALSE POSITIVE,0.0000
3335816,K06323.01,FALSE POSITIVE,0.0000
3337438,K06324.01,FALSE POSITIVE,0.0000
3337548,K06325.01,FALSE POSITIVE,0.0000
3339538,K06326.01,FALSE POSITIVE,0.0000
3341934,K06327.01,FALSE POSITIVE,0.0000
3343866,K06328.01,FALSE POSITIVE,0.0040
4839180,K06456.01,FALSE POSITIVE,0.0000
4840263,K06457.01,FALSE POSITIVE,0.0000
4840818,K06458.01,FALSE POSITIVE,0.0000
4847832,K06459.01,FALSE POSITIVE,0.0000
4851217,K06460.01,FALSE POSITIVE,0.0000
4851338,K06461.01,FALSE POSITIVE,0.0000
4851356,K06462.01,FALSE POSITIVE,0.0000
4862332,K06463.01,FALSE POSITIVE,0.0020
4862625,K06464.01,FALSE POSITIVE,0.0000
5393558,K06576.01,FALSE POSITIVE,0.0000
5397905,K06577.01,FALSE POSITIVE,0.0000
5444392,K06578.01,FALSE POSITIVE,0.0000
5456979,K06579.01,CANDIDATE,0.9970
5460835,K06580.01,FALSE POSITIVE,0.0000
5462901,K06581.01,FALSE POSITIVE,0.0000
5466109,K06582.01,CANDIDATE,0.7860
5471010,K06583.01,FALSE POSITIVE,0.0000
6447326,K06711.01,FALSE POSITIVE,0.0000
6448768,K06712.01,FALSE POSITIVE,0.0000
6449291,K06713.01,FALSE POSITIVE,0.0000
6449552,K06714.01,FALSE POSITIVE,0.0000
6452742,K06715.01,FALSE POSITIVE,0.6100
6464285,K06716.01,FALSE POSITIVE,0.0000
6466939,K06717.01,FALSE POSITIVE,0.0000
6468938,K06718.01,FALSE POSITIVE,0.0000
8429014,K07885.01,FALSE POSITIVE,0.0010
7200301,K06844.01,FALSE POSITIVE,0.0000
7203179,K06845.01,FALSE POSITIVE,0.0000
7203194,K06846.01,FALSE POSITIVE,0.0000
7204073,K06847.01,FALSE POSITIVE,0.0000
7212722,K06848.01,FALSE POSITIVE,0.0000
7217088,K06849.01,CANDIDATE,0.9970
7280953,K06850.01,FALSE POSITIVE,0.0000
7281217,K06851.01,FALSE POSITIVE,0.0000
7281229,K06852.01,FALSE POSITIVE,0.0000
8143170,K06976.01,FALSE POSITIVE,0.0000
8145789,K06977.01,FALSE POSITIVE,0.0000
8145958,K06978.01,CANDIDATE,0.9780
8155584,K06979.01,FALSE POSITIVE,0.0000
8155654,K06980.01,CANDIDATE,0.9430
8158324,K06981.01,FALSE POSITIVE,
8162376,K06982.01,FALSE POSITIVE,0.0000
8167504,K06983.01,CANDIDATE,0.9900
8953281,K07112.01,FALSE POSITIVE,0.1670
8953426,K07113.01,FALSE POSITIVE,0.0000
8953475,K07114.01,FALSE POSITIVE,0.0000
8957572,K07115.01,FALSE POSITIVE,0.0000
8958811,K07116.01,CANDIDATE,0.8420
8958939,K07117.01,CANDIDATE,
8958939,K07117.02,CANDIDATE,
8973000,K07118.01,FALSE POSITIVE,
9881258,K07242.01,FALSE POSITIVE,0.0000
9899153,K07243.01,FALSE POSITIVE,0.0000
9899193,K07244.01,FALSE POSITIVE,0.0000
9899410,K07245.01,FALSE POSITIVE,0.0000
9899421,K07246.01,FALSE POSITIVE,0.0000
9899577,K07247.01,FALSE POSITIVE,0.0000
9899583,K07248.01,FALSE POSITIVE,0.0000
9906489,K07249.01,FALSE POSITIVE,0.0000
10815677,K07376.01,CANDIDATE,0.7560
10816107,K07377.01,FALSE POSITIVE,0.0080
10843431,K07378.01,CONFIRMED,0.9940
10847907,K07379.01,FALSE POSITIVE,0.0000
10848097,K07380.01,CANDIDATE,
10849244,K07381.01,FALSE POSITIVE,0.0000
10857589,K07382.01,FALSE POSITIVE,0.0000
10866969,K07383.01,CANDIDATE,
12022718,K07508.01,FALSE POSITIVE,0.0000
12053823,K07509.01,FALSE POSITIVE,
12067960,K07510.01,CANDIDATE,0.9720
12071006,K07511.01,FALSE POSITIVE,0.0000
12105785,K07512.01,FALSE POSITIVE,0.0000
12106875,K07513.01,FALSE POSITIVE,
12157983,K07514.01,FALSE POSITIVE,0.0000
12164751,K07515.01,FALSE POSITIVE,0.0000
12217907,K07516.01,FALSE POSITIVE,0.0000
10028352,K01957.02,FALSE POSITIVE,0.0000
6307083,K02050.02,CANDIDATE,0.9390
7620413,K02103.02,CANDIDATE,0.9940
11705004,K02199.02,CANDIDATE,0.9960
2854181,K02232.02,CANDIDATE,0.9990
5978559,K02321.02,CANDIDATE,0.6190
8838950,K02421.02,CANDIDATE,0.8860
6867555,K02439.02,CANDIDATE,0.9960
12208631,K02449.02,CANDIDATE,1.0000
3346543,K06329.01,CANDIDATE,0.7090
3352751,K06330.01,FALSE POSITIVE,0.0000
3356193,K06331.01,CANDIDATE,0.4520
3427776,K06332.01,FALSE POSITIVE,0.0000
3437739,K06333.01,FALSE POSITIVE,0.0000
3440230,K06334.01,FALSE POSITIVE,0.0000
3441340,K06335.01,FALSE POSITIVE,0.0000
3448323,K06336.01,FALSE POSITIVE,0.0000
4862625,K06464.02,FALSE POSITIVE,
4863369,K06465.01,FALSE POSITIVE,0.0010
4863753,K06466.01,FALSE POSITIVE,0.0020
4902030,K06467.01,FALSE POSITIVE,0.0000
4908495,K06468.01,FALSE POSITIVE,0.0000
4912589,K06469.01,FALSE POSITIVE,0.0000
4914709,K06470.01,FALSE POSITIVE,0.0000
4914737,K06471.01,FALSE POSITIVE,0.0000
5471141,K06584.01,FALSE POSITIVE,
5471328,K06585.01,FALSE POSITIVE,
5471415,K06586.01,FALSE POSITIVE,0.0000
5471480,K06587.01,FALSE POSITIVE,0.0000
5475712,K06588.01,FALSE POSITIVE,0.0000
5479973,K06589.01,FALSE POSITIVE,0.0000
5513822,K06590.01,FALSE POSITIVE,
5513833,K06591.01,FALSE POSITIVE,0.0000
6471229,K06719.01,FALSE POSITIVE,0.0000
6471230,K06720.01,FALSE POSITIVE,0.0000
6521174,K06721.01,FALSE POSITIVE,0.0000
6521542,K06722.01,FALSE POSITIVE,0.0000
6522353,K06723.01,FALSE POSITIVE,0.0010
6522750,K06724.01,FALSE POSITIVE,0.0000
6523216,K06725.01,FALSE POSITIVE,0.0000
6531485,K06726.01,FALSE POSITIVE,0.0000
6531801,K06727.01,FALSE POSITIVE,
7281356,K06853.01,FALSE POSITIVE,
7281399,K06854.01,FALSE POSITIVE,0.0000
7281410,K06855.01,FALSE POSITIVE,
7281616,K06856.01,FALSE POSITIVE,0.0000
7281699,K06857.01,FALSE POSITIVE,0.0000
7282008,K06858.01,FALSE POSITIVE,0.0000
7285616,K06859.01,FALSE POSITIVE,0.0000
7335514,K06860.01,CANDIDATE,0.9970
8178616,K06984.01,FALSE POSITIVE,
8180290,K06985.01,CANDIDATE,
8183389,K06986.01,FALSE POSITIVE,0.0000
8192861,K06987.01,FALSE POSITIVE,
8193315,K06988.01,FALSE POSITIVE,0.0000
8195877,K06989.01,FALSE POSITIVE,0.0000
8196180,K06990.01,FALSE POSITIVE,0.0000
8210721,K06991.01,FALSE POSITIVE,0.0000
8977176,K07119.01,FALSE POSITIVE,
9001468,K07120.01,FALSE POSITIVE,0.0000
9005854,K07121.01,FALSE POSITIVE,0.0000
9007918,K07122.01,FALSE POSITIVE,0.0000
9007953,K07123.01,FALSE POSITIVE,0.0000
9024857,K07124.01,FALSE POSITIVE,0.0000
9025739,K07125.01,CANDIDATE,0.9990
9029486,K07126.01,FALSE POSITIVE,0.0000
9906802,K07250.01,FALSE POSITIVE,
9906841,K07251.01,FALSE POSITIVE,
9909965,K07252.01,CANDIDATE,0.7910
9913481,K07253.01,FALSE POSITIVE,0.0000
9913798,K07254.01,FALSE POSITIVE,0.0000
9932197,K07255.01,CANDIDATE,
9934208,K07256.01,FALSE POSITIVE,0.0000
9936698,K07257.01,FALSE POSITIVE,0.0000
10867017,K07384.01,FALSE POSITIVE,0.0000
10909274,K07385.01,FALSE POSITIVE,0.0000
10920813,K07386.01,FALSE POSITIVE,0.0000
10923260,K07387.01,FALSE POSITIVE,0.0000
10924400,K07388.01,FALSE POSITIVE,0.0000
10932270,K07389.01,CANDIDATE,
10936427,K07390.01,FALSE POSITIVE,0.0000
10937609,K07391.01,FALSE POSITIVE,0.0000
10965963,K07392.01,FALSE POSITIVE,0.0000
12251779,K07517.01,FALSE POSITIVE,0.0000
12268220,K07518.01,FALSE POSITIVE,0.0000
12302391,K07519.01,FALSE POSITIVE,0.0000
12304728,K07520.01,CANDIDATE,1.0000
12306808,K07521.01,FALSE POSITIVE,0.0000
12351927,K07522.01,FALSE POSITIVE,0.0000
12353633,K07523.01,FALSE POSITIVE,0.0000
12353720,K07524.01,FALSE POSITIVE,0.0000
8565912,K07898.01,FALSE POSITIVE,0.0000
7778767,K02523.02,CANDIDATE,0.7630
9026749,K02564.02,CANDIDATE,0.9130
10916600,K02623.02,CANDIDATE,0.9930
6198182,K02636.02,CANDIDATE,
